drug_id,target_id,drug_mechanism_of_action_on_target
D0L7VL,T29303,Inhibitor
D0V1RX,T31424,Agonist
D08OUU,T31946,Modulator
D00XWB,T39716,Inhibitor
D0CY4V,T44068,Modulator
D00ICM,T45993,Blocker
D00KOV,T45993,Modulator
D01MPE,T45993,Modulator
D03SDH,T45993,Modulator
D06RBJ,T45993,Antagonist
D07NTN,T45993,Antagonist
D07SDE,T45993,Modulator
D0A8ZD,T45993,Modulator
D0B3IC,T45993,Modulator
D0BX1S,T45993,Modulator
D0DM5A,T45993,Blocker
D0F6GR,T45993,Modulator
D0HQ1W,T45993,Modulator
D0HQ3A,T45993,Agonist
D0TX8Z,T45993,Antagonist
D00VAJ,T50688,Modulator
D01QQM,T50688,Modulator
D05MVA,T50688,Modulator
D06LGC,T50688,Modulator
D0N0BI,T50688,Modulator
D0P3TX,T50688,Modulator
D0V7PL,T50688,Modulator
D08MJX,T51115,Inhibitor
D01KKB,T51408,Antagonist
D09SSC,T51408,Modulator
D0O5YZ,T51408,Modulator
D0Y0GG,T51408,Modulator
D0TW1Q,T54644,Blocker
D07YDE,T57680,Modulator
D07YDE,T59328,Activator
D0H3HB,T63803,Modulator
D01ISE,T67952,Agonist
D03LQQ,T67952,Blocker
D05CPV,T67952,Inhibitor
D05RZW,T67952,Blocker
D08HFA,T67952,Opener
D08PIJ,T67952,Opener
D08WCU,T67952,Agonist
D09BWC,T67952,Opener
D0N0KR,T67952,Opener
D0U5GI,T67952,Opener
D06IZM,T71398,Stimulator
D0I1SK,T71398,Stimulator
D0O2AG,T71398,Modulator
D00SBN,T75888,Inhibitor
D0H5PG,T76198,Modulator
D0WH9U,T76198,Modulator
D0YP0C,T76198,Antagonist
D0L7VL,T76937,Inhibitor
D06LFV,T78356,Inhibitor
D0G5DK,T78356,Agonist
D0WH9U,T78356,Modulator
D0C8PI,T82028,Inhibitor
D0N8QQ,T82028,Inhibitor
D04OSE,T82266,Modulator
D0D4OS,T83797,Modulator
D0E2MJ,T84631,Inhibitor
D0JH6W,T84631,Inhibitor
D06LFV,T92138,Inhibitor
D0N8QQ,T92403,Inhibitor
D0K8FI,T94033,Modulator
D06TKE,T99727,Modulator
D0S9QA,T99727,Inhibitor
D00YQI,T22350,Modulator
D0FT4R,T22839,Inhibitor
D0FT4R,T40332,Inhibitor
D02JYA,T27999,Modulator
D09VOS,T30956,
D23FRK,T96321,
DNE73Q,T96321,
DX1U8I,T96321,
D0Y4AW,T00895,Stimulator
D0P4BQ,T02719,Agonist
D0U5CS,T02719,Agonist
D00UEG,T05849,Antagonist
D00UPU,T05849,Modulator
D0K2RY,T05849,Antagonist
D0X4AV,T05849,Antagonist
D0XJ0S,T05849,Modulator
D0Z1RQ,T05849,Modulator
D0K4PN,T07806,Antagonist
D0Q1ER,T07806,Modulator
D05EVI,T08910,Inhibitor
D0U0YR,T09572,Antagonist
D07NWC,T11011,Modulator
D02GPG,T11754,Inhibitor
D0NH1E,T11754,Inhibitor
D06ZVC,T16691,Modulator
D01EPO,T18299,Inhibitor
D09XLS,T23499,Antagonist
D0R0EF,T23547,Modulator
D03ZGV,T27376,Modulator
D0A8QM,T27812,Modulator
D0M5JI,T27812,Modulator
D00EFD,T28722,Modulator
D01EDS,T28722,Agonist
D02HKL,T28722,Modulator
D02KBD,T28722,Modulator
D02VOJ,T28722,Modulator
D02XYB,T28722,Modulator
D05RWL,T28722,Modulator
D07OMK,T28722,Modulator
D0AM1S,T28722,Modulator
D0C9JL,T28722,Modulator
D0II9K,T28722,Modulator
D0MT9G,T28722,Modulator
D0N8DP,T28722,Modulator
D0O0PY,T28722,Modulator
D0P6YO,T28722,Modulator
D0S9KM,T28722,Agonist
D0S9MC,T28722,Modulator
D0SD3Q,T28722,Modulator
D0Z7AN,T28722,Modulator
D0ZE9C,T28722,Modulator
D0ED7U,T30374,Inhibitor
D0K8NW,T31204,Antagonist
D05KHN,T32060,Modulator
D05MFO,T32060,Inhibitor
D0B4JL,T32060,Antagonist
D0E6UA,T32060,Modulator
D0K8NW,T32060,Antagonist
D0T6QX,T32060,Inhibitor
D0K8NW,T38338,Blocker
D0I7EX,T40016,Antagonist
D06VMV,T42446,Modulator
D07KYZ,T42446,Modulator
D00PYP,T45262,Antagonist
D03KTU,T45262,Inhibitor
D05IIN,T45262,Antagonist
D08UYM,T45262,Antagonist
D0G0GI,T45262,Inhibitor
D0J1FB,T45262,Antagonist
D0M5DH,T45262,Antagonist
D0ZM5O,T45262,Antagonist
D0T8HU,T46360,Modulator
D09RNP,T47094,Antagonist
D09XLS,T47094,Antagonist
D0P1YE,T47094,Antagonist
D05BQK,T51487,Antagonist
D05EVI,T51487,Inhibitor
D08UMH,T51487,Antagonist
D0S9MC,T51487,Antagonist
D0Y4AW,T51487,Antagonist
D02YWV,T52790,Modulator
D05WJQ,T52790,Antagonist
D0E9EE,T52790,Antagonist
D0SE9S,T52921,Agonist
D01NAM,T54128,Modulator
D06DFU,T54128,Modulator
D0E3FD,T54128,Binder
D0HO2T,T54128,Agonist
D04DQZ,T58992,Agonist
D0RC0J,T59881,Modulator
D0SY9B,T59881,Antagonist
D0ED7U,T62184,Inhibitor
D0M2WZ,T62292,Modulator
D0Z9HW,T62292,Modulator
D0P4BQ,T62820,Agonist
D0TS8E,T62820,Modulator
D0U5CS,T62820,Agonist
D0L1DP,T63967,Modulator
D01XOD,T64382,Inhibitor
D03YXI,T64382,Modulator
D05EVI,T64382,Inhibitor
D08BCU,T64382,Modulator
D0P6CN,T64382,Modulator
D0U0TD,T64382,Modulator
D0U2DA,T64382,Modulator
D02KAF,T64765,Agonist
D0SY9B,T66237,Inhibitor
D0IJ5I,T67054,Modulator
D00ZEG,T67162,Antagonist
D0K1DC,T67162,Modulator
D0O8DI,T69494,Antagonist
D01HGI,T75440,Binder
D01XOD,T75440,Inhibitor
D02UOE,T75440,Modulator
D05UXF,T75440,Agonist
D06BEP,T75440,Modulator
D06FWC,T75440,Agonist
D09LDR,T75440,Agonist
D0B3LP,T75440,Modulator
D0CS6N,T75440,Agonist
D0E0OG,T75440,Modulator
D0E7FS,T75440,Agonist
D0G3AQ,T75440,Modulator
D0K5IQ,T75440,Agonist
D0L2NV,T75440,Modulator
D0L9GG,T75440,Agonist
D0O0DF,T75440,Agonist
D0P3JU,T75440,Modulator
D0R4DP,T75440,Agonist
D0S1OE,T75440,Agonist
D0Y6LO,T75440,Modulator
D0Z9VB,T75440,Modulator
D00EBH,T75984,Modulator
D0K8NW,T75984,Antagonist
D0O6SX,T77913,Antagonist
D00QOF,T78709,Antagonist
D00ZEG,T78709,Antagonist
D01QKR,T78709,Agonist
D01XAR,T78709,Agonist
D02FNU,T78709,Agonist
D02VZP,T78709,Agonist
D04YJO,T78709,Modulator
D05AAM,T78709,Antagonist
D07RPB,T78709,Modulator
D08JAP,T78709,Antagonist
D0A6PL,T78709,Modulator
D0B7SP,T78709,Antagonist
D0BN4Y,T78709,Agonist
D0G5ZL,T78709,Agonist
D0O9EM,T78709,Agonist
D0OP8W,T78709,Agonist
D0P2QO,T78709,Antagonist
D0Q2PF,T78709,Agonist
D0RJ6R,T78709,Modulator
D0S2WC,T78709,Agonist
D0T0BS,T78709,Modulator
D0T6BA,T78709,Modulator
D0T8KF,T78709,Agonist
D0U2OO,T78709,Agonist
D0F4VW,T79232,Antagonist
D0SY9B,T79232,Inhibitor
D8TO6D,T79232,Antagonist
DNS58L,T79232,Antagonist
D05EVI,T80387,Inhibitor
D04DGE,T83813,Agonist
D05KHN,T83813,Modulator
D0E6UA,T83813,Modulator
D0K8NW,T83813,Antagonist
D0U5EY,T83813,Agonist
D0G9AP,T83875,Modulator
D0IZ1D,T83875,Modulator
D00IJQ,T84160,Modulator
D07QAA,T84160,Modulator
D0I8RY,T84160,Antagonist
D0S7VZ,T84160,Modulator
D0YT6Z,T84160,Modulator
D0SY9B,T84486,Inhibitor
D06OSM,T85605,Modulator
D0A8QM,T85605,Modulator
D0K8NW,T85605,Antagonist
D0Y4AW,T89515,Inhibitor
D0J6FE,T90391,
D0B1VQ,T97613,Modulator
D0B2CQ,T97613,Modulator
D0D8FN,T97613,Agonist
D0LP7W,T99347,Antagonist
D0P4WO,T99347,Modulator
D05GQH,T99402,Modulator
D04PPK,T56545,Modulator
D07WLI,T51146,
D0WF7L,T46937,Antagonist
D0Z9LD,T50688,Modulator
D04GKP,T99732,Modulator
D01XLM,T64382,Antagonist
DR0M3F,T16601,
D07TDT,T73189,Modulator
D07ABV,T73726,Inhibitor
D00HFD,T00140,Inhibitor
D01DAD,T00140,Inhibitor
D01LXG,T00140,Antagonist
D04APY,T00140,Modulator
D04WMR,T00140,Inhibitor
D06YOD,T00140,Modulator
D08PXR,T00140,Inhibitor
D09JUG,T00140,Inhibitor
D09JYF,T00140,Inhibitor
D0A7JH,T00140,Inhibitor
D0AL8T,T00140,Modulator
D0C5HV,T00140,Inhibitor
D0C9RZ,T00140,Inhibitor
D0D8MD,T00140,Inhibitor
D0HJ1Y,T00140,Inhibitor
D0K2ER,T00140,Modulator
D0K9UK,T00140,Modulator
D0L1IH,T00140,Inhibitor
D0L4SL,T00140,Inhibitor
D0L5XG,T00140,Inhibitor
D0M0QX,T00140,Inhibitor
D0Q7UG,T00140,Modulator
D0R2MQ,T00140,Modulator
D0U5EU,T00140,Inhibitor
D0U6AL,T00140,Inhibitor
D0X9KE,T00140,Inhibitor
D00KQN,T00239,Modulator
D04WMR,T00239,Inhibitor
D0NO1L,T00239,Modulator
D02XMM,T01777,Modulator
D00DBE,T02001,Inhibitor
D01QUF,T02001,Inhibitor
D01XFZ,T02001,Inhibitor
D03ZVD,T02001,Inhibitor
D05YEL,T02001,Modulator
D06VFP,T02001,Inhibitor
D08SNX,T02001,Inhibitor
D0C7JT,T02001,Inhibitor
D0L8KJ,T02001,Inhibitor
D0RJ1W,T02001,Inhibitor
D0X0PW,T02001,Inhibitor
D05QJT,T02703,Modulator
D04EIL,T02752,Antagonist
D09UXP,T02752,Modulator
D0Y6TI,T02752,Antagonist
D01BEX,T03346,Inhibitor
D07FUP,T03346,
D09MKQ,T03346,Antagonist
D0BW3P,T03346,Antagonist
D0O5KH,T03346,Modulator
D0O9UN,T03346,Modulator
DF7Y9S,T03346,Antagonist
DZGI51,T03346,Antagonist
D0O2EB,T03403,Inhibitor
D0D4VH,T03410,Modulator
D0F470,T03500,Inhibitor
D0N9AD,T03963,Modulator
D00ERV,T05409,Inhibitor
D04LBJ,T06446,Modulator
D03HSN,T06841,
D00XBC,T06955,Antagonist
D0E2QN,T06955,Antagonist
D0XH2N,T06955,Modulator
D5SDZ0,T06955,Antagonist
D0W8OH,T07663,Inhibitor
D00NVO,T07861,Modulator
D01UAU,T08391,Inhibitor
D2KTG5,T08391,Inhibitor
DX72LV,T08391,Inhibitor
DZ2RH6,T08391,Inhibitor
D04ZSZ,T09130,Modulator
D0NQ0V,T10191,
D09YDO,T10249,Modulator
D00DBE,T10265,Inhibitor
D01QUF,T10265,Inhibitor
D01XFZ,T10265,Inhibitor
D03ZVD,T10265,Inhibitor
D05YEL,T10265,Modulator
D06VFP,T10265,Inhibitor
D08SNX,T10265,Inhibitor
D0C7JT,T10265,Inhibitor
D0L8KJ,T10265,Inhibitor
D0RJ1W,T10265,Inhibitor
D0X0PW,T10265,Inhibitor
D0N2FI,T10491,Antagonist
D0L3XV,T10965,Modulator
D0N4EO,T10965,Inhibitor
D04MYO,T11309,
D0D0LD,T11388,Inhibitor
D02AWQ,T11451,Agonist
D02ZWR,T11451,Agonist
D09CEJ,T11451,Agonist
D0B6WN,T11451,Agonist
D0R8RO,T11451,Agonist
D08FZT,T12119,Modulator
D02INZ,T14558,Inhibitor
D0L7ZX,T14558,Modulator
D0N9WB,T14558,Inhibitor
D0W7DD,T14558,Inhibitor
D0E1WY,T14834,Inhibitor
D00MEV,T14912,Inhibitor
D00ERV,T15377,Inhibitor
D05ZDJ,T15556,Activator
D06NSS,T18477,Inhibitor
D03YAS,T18876,Agonist
D03QLG,T19760,Inhibitor
D0PG5G,T20178,
D04MWJ,T20709,Inhibitor
D02ECG,T20796,Antagonist
D0DT2P,T21324,Modulator
DFTV08,T21865,Inhibitor
D05CEO,T22095,Modulator
DFU4B0,T22095,Inhibitor
D2KTG5,T23172,Inhibitor
DX72LV,T23172,Inhibitor
DZ2RH6,T23172,Inhibitor
D03WMY,T23714,Antagonist
D0H5PD,T23714,Antagonist
D07GDR,T23797,
D8U1EX,T23797,
D02DTQ,T26500,Antagonist
D09HUF,T26500,Agonist
D05QMJ,T27602,Inhibitor
D00KQN,T29143,Modulator
D03ING,T29143,Modulator
D0I1ZY,T29143,Inhibitor
D9TW0X,T29143,
DFU4B0,T29143,Inhibitor
D00AKY,T29649,Modulator
D00MHP,T29649,Modulator
D00WWU,T29649,Modulator
D02ANJ,T29649,Modulator
D08ZKJ,T29649,Modulator
D0C7LA,T29649,Modulator
D0GB3A,T29649,Modulator
D0J7UI,T29649,Modulator
D0S2UR,T29649,Modulator
D02CCA,T29683,Antagonist
D01VSK,T29879,Antagonist
D0Y2IH,T30563,Inhibitor
D0P5LX,T30803,Inhibitor
D07FHZ,T30823,Inhibitor
D08YFD,T31479,Inhibitor
D0MF3C,T31479,Inhibitor
D02ADC,T33754,Modulator
D0J4WW,T33754,Modulator
D0J5UC,T33754,Modulator
D0PB6P,T33754,Modulator
D0Q7UG,T33754,Modulator
D0V7IS,T33754,Modulator
D05CEO,T33846,Antagonist
D0H2MO,T34318,Modulator
D0G4GA,T34429,Modulator
D06GUA,T34624,Inhibitor
D0W3AX,T34624,Inhibitor
D01LSB,T37308,
D0JQ4S,T37308,Inhibitor
D0K2HU,T37308,Modulator
D0O5CV,T37308,Modulator
D09IGR,T39921,Modulator
D01NUG,T40016,Modulator
D0M8VL,T40016,Agonist
D0Y7IU,T40016,Antagonist
D0Y7JU,T40016,Agonist
D0N3WN,T40459,Antagonist
D0D0LD,T41141,Inhibitor
D05UGH,T43415,Inhibitor
D08FZT,T43739,Modulator
D07TAS,T43902,Modulator
D09ZPX,T43902,Modulator
D02FCQ,T44068,Modulator
D02RPP,T44589,Modulator
D04MWJ,T46185,Inhibitor
D04PAU,T46482,Modulator
D05MCS,T46642,Inhibitor
D07ATG,T46642,Inhibitor
D0S6VB,T46642,Inhibitor
D0Q9IY,T46658,Modulator
D02FIJ,T47094,Modulator
D07PLK,T47094,Antagonist
D0KD4U,T47094,Antagonist
D0T4IQ,T47094,Antagonist
D0T6MU,T47094,Inhibitor
D0UT3F,T47094,Antagonist
D0Y4GJ,T47094,Modulator
D0E8SE,T47768,Modulator
D07FHZ,T47941,Inhibitor
D0R4UW,T47941,Modulator
D04LWT,T49072,Antagonist
D0PQ8T,T49072,Inhibitor
D03INQ,T51408,Modulator
D03NOS,T51408,Modulator
D06RUL,T51408,Modulator
D0G6RK,T51408,Modulator
D0V4FK,T51408,Agonist
D0X5ES,T51408,Agonist
D02KMG,T52522,Agonist
D02UFG,T52522,Modulator
D02ZJI,T52522,Antagonist
D03DJL,T52522,Agonist
D04KJO,T52522,Agonist
D04XEG,T52522,Agonist
D07XYV,T52522,Agonist
D08HDD,T52522,Modulator
D08HUC,T52522,Modulator
D0D1DI,T52522,Agonist
D0FG6M,T52522,Agonist
D0GP4R,T52522,Agonist
D0L6LD,T52522,Agonist
D0M8RC,T52522,Agonist
D0OR2S,T52522,Modulator
D0SS4P,T52522,Agonist
D0YL3E,T52522,Agonist
D0Z1WA,T52522,Agonist
D02FIJ,T52790,Modulator
D04RCG,T52790,Modulator
D0AA6Z,T52790,Antagonist
D0J3QU,T52790,Modulator
D0Y4GJ,T52790,Modulator
D02ECG,T53378,Inhibitor
D7EJI9,T53669,Modulator
DN2OL8,T55860,Inhibitor
D02JXG,T56923,Antagonist
D0E6SX,T56923,Inhibitor
D04JJE,T59626,Modulator
D09LQP,T59626,Modulator
D0KV4Z,T59626,Modulator
D0N0PU,T59626,Antagonist
D0NK8D,T59626,Inhibitor
D0OP7B,T59626,Modulator
D0U9JL,T59626,Modulator
D0Y2IH,T59626,Inhibitor
D0N4EO,T60526,Inhibitor
D01NGT,T61722,Antagonist
D0Q0GY,T61722,Inhibitor
D0RL4X,T61722,Antagonist
D0SP5V,T61722,Antagonist
D0U1HN,T61722,Antagonist
D0YB2Y,T61722,Modulator
DH7F9S,T61722,Antagonist
DKP0T7,T61722,Antagonist
D00DBE,T61744,Inhibitor
D01QUF,T61744,Inhibitor
D01XFZ,T61744,Inhibitor
D03ZVD,T61744,Inhibitor
D05YEL,T61744,Inhibitor
D06VFP,T61744,Inhibitor
D08SNX,T61744,Inhibitor
D09AMZ,T61744,Inhibitor
D0C7JT,T61744,Inhibitor
D0L8KJ,T61744,Inhibitor
D0RJ1W,T61744,Inhibitor
D0U7PS,T61744,Inhibitor
D0X0PW,T61744,Inhibitor
D0D0LD,T61746,Inhibitor
D08DBE,T62431,Inhibitor
D0Y2XQ,T62431,Inhibitor
D7CI9P,T62431,Inhibitor
D01UAU,T62460,Inhibitor
D0V4DX,T62460,Inhibitor
D2KTG5,T62460,Inhibitor
D63WFO,T62460,Inhibitor
DX72LV,T62460,Inhibitor
DZ2RH6,T62460,Inhibitor
D17DXO,T63180,Inhibitor
D8JN6C,T63184,Antagonist
DBAL18,T63229,
DCSZ97,T63229,
D01ODC,T66011,
D0VZ9S,T66538,Modulator
D05EYG,T66665,Modulator
D0AL8T,T66665,Modulator
D09BVL,T67063,Modulator
D0FI5C,T67079,Inhibitor
D0LG8E,T67162,Agonist
D04MWJ,T67684,Modulator
DDE6F1,T67849,Inhibitor
DQ62LM,T67849,Inhibitor
D0B7ND,T67952,Opener
D0Q7WW,T67952,Opener
D0R7UK,T67952,Opener
D0U8IJ,T67952,Opener
D07DVK,T68066,Modulator
D0D0LD,T68290,Inhibitor
D06XDI,T68782,Antagonist
D0N4ZX,T68782,Inhibitor
D0SP5V,T68782,Antagonist
D0YB2Y,T68782,Modulator
D0R0FU,T69619,Inhibitor
D09LPV,T70518,Inhibitor
D0H6CA,T70888,Modulator
D00QET,T71192,Antagonist
D00YOW,T71192,Modulator
D04HHW,T71192,Modulator
D05BHF,T71192,Modulator
D05DVP,T71192,Antagonist
D06PEB,T71192,Antagonist
D07JKY,T71192,Modulator
D08QIP,T71192,Antagonist
D09DIG,T71192,Modulator
D09ZVR,T71192,Modulator
D0AB7G,T71192,Antagonist
D0B6EU,T71192,Modulator
D0B7KF,T71192,Antagonist
D0D0XX,T71192,Modulator
D0F4IG,T71192,Modulator
D0G8UG,T71192,Modulator
D0GY0O,T71192,Modulator
D0J4EG,T71192,Modulator
D0J7UI,T71192,Antagonist
D0OG6N,T71192,Antagonist
D0PL5F,T71192,Modulator
D0S8YL,T71192,Modulator
D0X9LK,T71192,Modulator
D0ZE5V,T71192,Modulator
D0X8QO,T71230,Agonist
D3Q0FU,T71377,
D02AUB,T72835,Inhibitor
D0L3XV,T72835,Modulator
D0N4EO,T72835,Inhibitor
D01EDO,T72841,Agonist
D09UGP,T72841,Agonist
D0W8CW,T72841,Modulator
D09RGW,T72957,Modulator
D0O8SB,T73476,Antagonist
D09ZVR,T74238,Modulator
D0B6EU,T74238,Modulator
D0D0XX,T74238,Modulator
D0F4IG,T74238,Modulator
D0G8UG,T74238,Modulator
D0GY0O,T74238,Modulator
D0J7UI,T74238,Antagonist
D0ZE5V,T74238,Modulator
D07JKY,T76198,Modulator
D07JSK,T76198,Modulator
D0E8JL,T76198,Modulator
D0J5QW,T76198,Modulator
D02YBP,T77913,Modulator
D03DRR,T77913,Antagonist
D09UXP,T77913,Modulator
D0FQ4M,T77913,Modulator
D0VZ8S,T77913,Modulator
D08NYZ,T78111,Agonist
D0F6JI,T78244,Modulator
D09QRO,T78356,Inhibitor
D0K4UW,T78356,Inhibitor
D0K9UK,T78356,Modulator
D02PIO,T78585,Modulator
D03MTN,T78585,Modulator
D0O8KX,T78585,Modulator
DP8AS7,T78585,
DS9J7L,T78585,Antagonist
D0A5HC,T78874,Inhibitor
D0V4DX,T78932,Inhibitor
D04CWS,T79422,
D0D4IH,T79961,Modulator
D00EGN,T81905,Modulator
D01KNY,T81905,Modulator
D0O6KE,T81905,Modulator
D00ERV,T82266,Blocker
D00ERV,T82577,Inhibitor
D0P1YO,T83145,Inhibitor
D00MAN,T83193,Antagonist
D0AA6Z,T84634,Inhibitor
D0B5LF,T84726,Modulator
D07RVP,T85467,Modulator
D00CTZ,T85857,Modulator
D94LRF,T85857,
D9TW0X,T85857,
DU6O4B,T85857,Inhibitor
DX8M3T,T85857,
DYC40H,T85857,Inhibitor
D04YJN,T86130,Modulator
D01QYQ,T86679,Antagonist
D08ECB,T86679,Antagonist
D0G4CF,T86679,Modulator
D01LXG,T87023,Antagonist
D04APY,T87023,Modulator
D05CEK,T87023,Modulator
D05YUK,T87023,Antagonist
D0D4ZM,T87023,Antagonist
D0G2RE,T87023,Modulator
D0R0EV,T87023,Modulator
D0K7HU,T88452,Binder
D0QH0B,T88714,
D03TYI,T88975,Inhibitor
D01SPI,T89950,Modulator
D02PIO,T90828,Modulator
D3Q0FU,T90828,
D00MEV,T92138,Inhibitor
D05VLN,T92138,Inhibitor
D0X1EX,T92138,Inhibitor
D07HBI,T93566,Inhibitor
D0B5LF,T94033,Inhibitor
D0N4EO,T95379,Antagonist
D02GEC,T95400,Modulator
DQ62LM,T95913,Inhibitor
D00MAN,T96144,Inhibitor
D0Q5LF,T97587,Antagonist
D00LWS,T99954,Modulator
D0X8DU,T99954,Modulator
D0FI1L,T95241,Activator
D01EXY,T89534,Modulator
D0WD8M,T11448,Agonist
D0MY3C,T15117,Modulator
D09BCJ,T16691,Ligand
D0F4NB,T16691,Ligand
D0N2KU,T20709,Inhibitor
D01BAU,T21945,Inhibitor
D01UTL,T21945,Inhibitor
D04CRN,T21945,Inhibitor
D07QXU,T21945,Inhibitor
D0B2OC,T21945,Modulator
D0N2KU,T21945,Inhibitor
D0W6KM,T21945,Inhibitor
DC2DO5,T21945,Inhibitor
DRL5Y7,T21945,Antagonist
D07QXU,T27812,Inhibitor
D0B2OC,T27812,Modulator
D0N2KU,T27812,Inhibitor
D0W6KM,T27812,Inhibitor
D0P6UB,T29500,Antagonist
DRL5Y7,T31204,Antagonist
D07ILQ,T31424,Agonist
D09BCJ,T32060,Ligand
D0F4NB,T32060,Ligand
D0Z0LJ,T34429,Modulator
D07ILQ,T37693,Agonist
D0W6KM,T42748,Inhibitor
DSIW85,T42748,Inhibitor
D0R6JV,T54128,Agonist
D00JSG,T55959,Modulator
D02PPN,T55959,Blocker
D02QCD,T55959,Inhibitor
D07QXU,T55959,Inhibitor
D0A8XY,T55959,Inhibitor
D0N2KU,T55959,Inhibitor
D0W6KM,T55959,Inhibitor
D0W6WD,T55959,Agonist
D0Q9HM,T61484,Modulator
D05RSC,T63967,Modulator
D0M8OC,T64765,Antagonist
D0N3OH,T64765,Antagonist
D0Q5YF,T64765,Binder
D09BCJ,T67162,Ligand
D0F4NB,T67162,Ligand
D0P6UB,T67162,Agonist
D0UI4L,T78111,Modulator
D09BCJ,T78709,Ligand
D0F4NB,T78709,Agonist
D09BCJ,T79062,Ligand
D0F4NB,T79062,Ligand
D0N2KU,T79961,Inhibitor
D01FFG,T84631,Inhibitor
D07ILQ,T87670,Agonist
D07ILQ,T93788,Agonist
D00DEF,T99524,Modulator
D04IUB,T99524,Agonist
D05BMG,T99524,Modulator
D0CZ5Z,T99524,Agonist
D0T3LF,T99524,Modulator
D09TOL,T26368,Modulator
D0H2IO,T31391,Inhibitor
D09YRA,T42446,Modulator
D0F6JC,T53904,Inhibitor
D0M3FJ,T59881,Agonist
DI7SP5,T62390,Inhibitor
D0M3FJ,T66237,Agonist
DNI61P,T69494,Antagonist
D0L4HL,T79232,Modulator
D0M3FJ,T79232,Agonist
DY7MH5,T79232,Antagonist
D0M3FJ,T84486,Modulator
D09YDQ,T99347,Antagonist
D0QO6N,T03573,Modulator
D0QO6N,T08306,Modulator
D00CGX,T11451,Modulator
D06ZNU,T25005,Inhibitor
D0A9PN,T25005,Inhibitor
D0KT8D,T25005,Inhibitor
D0V8JZ,T25005,Inhibitor
D0VB4X,T25307,Inhibitor
D8VH5Q,T25307,Agonist
DE7BZ4,T25307,Agonist
D00YTS,T39977,Inhibitor
D01SWJ,T39977,Inhibitor
D0W1JY,T39977,Inhibitor
D0UF8M,T41963,Antagonist
D00CGX,T46482,Modulator
D0DQ2D,T68290,Antagonist
D0ZX2L,T94718,Inhibitor
DQ8X4A,T63217,
D8XK7F,T82943,Inhibitor
DD4H6V,T03573,
D0BI3N,T08391,Modulator
D0I4HG,T10877,CAR-T-Cell-Therapy(Dual specific)
D0M4BB,T14755,Modulator
D0BI3N,T23172,Inhibitor
D02MRX,T25005,Modulator
D05SGI,T25005,Inhibitor
D0H0KH,T25005,Inhibitor
D0UT4W,T25005,Inhibitor
D0YI4F,T25005,Inhibitor
D3Q4SZ,T25005,Inhibitor
DJ6ZB0,T25005,Degrader
D0E6AG,T25265,Inhibitor
D03YEM,T37539,CAR-T-Cell-Therapy(Dual specific)
D05VNS,T37539,CAR-T-Cell-Therapy(Dual specific)
D08FVH,T37539,CAR-T-Cell-Therapy(Dual specific)
D0D7FV,T37539,CAR-T-Cell-Therapy(Dual specific)
D0IN2K,T37539,CAR-T-Cell-Therapy
D0J7VH,T37539,CAR-T-Cell-Therapy(Dual specific)
DQC80I,T37539,
DY2EJ1,T37539,
D02BCY,T56365,CAR-T-Cell-Therapy
D02YRD,T56365,CAR-T-Cell-Therapy(Dual specific)
D03YEM,T56365,CAR-T-Cell-Therapy(Dual specific)
D03ZCH,T56365,CAR-T-Cell-Therapy(Dual specific)
D04GIO,T56365,CAR-T-Cell-Therapy(Dual specific)
D04YSC,T56365,CAR-T-Cell-Therapy
D05VNS,T56365,CAR-T-Cell-Therapy(Dual specific)
D06UTM,T56365,CAR-T-Cell-Therapy
D08FVH,T56365,CAR-T-Cell-Therapy(Dual specific)
D09SAH,T56365,CAR-T-Cell-Therapy
D0B8BZ,T56365,CAR-T-Cell-Therapy
D0BH2M,T56365,CAR-T-Cell-Therapy(Dual specific)
D0C5FA,T56365,
D0CS3A,T56365,CAR-T-Cell-Therapy
D0D7FV,T56365,CAR-T-Cell-Therapy(Dual specific)
D0EO6G,T56365,CAR-T-Cell-Therapy
D0G4IW,T56365,CAR-T-Cell-Therapy
D0I4HG,T56365,CAR-T-Cell-Therapy(Dual specific)
D0I8OY,T56365,CAR-T-Cell-Therapy
D0J7VH,T56365,CAR-T-Cell-Therapy(Dual specific)
D0JD6Y,T56365,CAR-T-Cell-Therapy
D0K3XB,T56365,CAR-T-Cell-Therapy
D0K8YX,T56365,CAR-T-Cell-Therapy(Dual specific)
D0OC5C,T56365,CAR-T-Cell-Therapy
D0PY5I,T56365,CAR-T-Cell-Therapy
D0Q5EH,T56365,CAR-T-Cell-Therapy
D0QB1O,T56365,CAR-T-Cell-Therapy(Dual specific)
D0RA1R,T56365,CAR-T-Cell-Therapy
D0SV4A,T56365,CAR-T-Cell-Therapy
D0TE0L,T56365,CAR-T-Cell-Therapy
D0U0BN,T56365,CAR-T-Cell-Therapy
D0U5NO,T56365,CAR-T-Cell-Therapy
D0UM8Q,T56365,CAR-T-Cell-Therapy
D0W8WG,T56365,CAR-T-Cell-Therapy
D0XG0L,T56365,CAR-T-Cell-Therapy
D28JEC,T56365,
D51HBQ,T56365,
D5DBU7,T56365,
D6ONY2,T56365,
D7LN0E,T56365,
D8UNG2,T56365,
DA0Q5P,T56365,
DB93YI,T56365,
DH19QJ,T56365,
DI6BK9,T56365,
DY2EJ1,T56365,
D7LN0E,T60345,
D0BI3N,T62431,Modulator
