drug_id,target_id,drug_mechanism_of_action_on_target
D03TIA,T04497,Antagonist
D0GT7A,T04512,Inhibitor
D0H8VN,T04512,Inhibitor
D0MH5C,T04512,Inhibitor
D0MZ9P,T04512,Inhibitor
D0TA4N,T04512,Inhibitor
D04WFN,T04831,Inhibitor
D05GPF,T04831,Inhibitor
D0C1DQ,T04831,Inhibitor
D0N9DU,T04831,Inhibitor
D0QZ4B,T04831,Inhibitor
D0Z0BQ,T04831,Inhibitor
D0J1SU,T04945,
D01PZZ,T04980,Inhibitor
D0D4UH,T04980,Inhibitor
D0G1JR,T04980,Inhibitor
D0M4LK,T04980,Inhibitor
D0M8AA,T04980,Inhibitor
D06SPO,T05722,Inhibitor
D08NRK,T05722,Inhibitor
D09NJF,T05722,Inhibitor
D0J2FY,T05722,Inhibitor
D0R5AJ,T05722,Inhibitor
D0R6JE,T05722,Inhibitor
D0DO9W,T05806,Inhibitor
D00VJY,T05828,Inhibitor
D0B9BU,T06031,Inhibitor
D0C1OZ,T06031,Inhibitor
D0C7LR,T06031,Inhibitor
D0GD8Y,T06031,Inhibitor
D05UYC,T06064,Inhibitor
D0I5PZ,T06397,Inhibitor
D0ZU4S,T06397,Inhibitor
D00TZD,T06559,Inhibitor
D01IRX,T06559,
D02DXI,T06559,
D08FVS,T06559,
D0C3LW,T06559,
D0DO6G,T06559,
D0I0DE,T06559,
D0I9GE,T06559,
D0M8BV,T06559,
D0T0SR,T06559,
D0W0QO,T06559,
D0Z0XJ,T06559,
D0Z7BO,T06559,
D00GOM,T06773,Inhibitor
D00KDT,T06773,Inhibitor
D00WZJ,T06773,Inhibitor
D01DSL,T06773,Inhibitor
D02JDR,T06773,Inhibitor
D02PFE,T06773,Inhibitor
D03OYJ,T06773,Inhibitor
D04AQR,T06773,Inhibitor
D05MTZ,T06773,Inhibitor
D06CBI,T06773,Inhibitor
D07MRK,T06773,Inhibitor
D08VON,T06773,Inhibitor
D09BXO,T06773,Inhibitor
D09GXN,T06773,Inhibitor
D09NFI,T06773,Inhibitor
D0AY8W,T06773,Inhibitor
D0E6VS,T06773,Inhibitor
D0EO1L,T06773,Inhibitor
D0FB3R,T06773,Inhibitor
D0H4WT,T06773,Inhibitor
D0HJ2J,T06773,Inhibitor
D0J3NY,T06773,Inhibitor
D0JJ1N,T06773,Inhibitor
D0K0PG,T06773,Inhibitor
D0L1TA,T06773,Inhibitor
D0LK6V,T06773,Inhibitor
D0M0UE,T06773,Inhibitor
D0N4ON,T06773,Inhibitor
D0OQ2S,T06773,Inhibitor
D0RT4U,T06773,Inhibitor
D0TV4O,T06773,Inhibitor
D0V7OU,T06773,Inhibitor
D01OOO,T06792,Inhibitor
D01VMN,T06792,Inhibitor
D02PJI,T06792,Inhibitor
D03CMD,T06792,Inhibitor
D0B0GG,T06792,Inhibitor
D0C2MH,T06792,Inhibitor
D0K0GJ,T06792,Inhibitor
D0NE8M,T06792,Inhibitor
D0R8XD,T06792,Inhibitor
D0T1YB,T06792,Inhibitor
D0TU5R,T06792,Inhibitor
D00SEC,T07087,Inhibitor
D00KCT,T07217,Inhibitor
D00ORM,T07217,Inhibitor
D00RDL,T07217,Inhibitor
D01CDK,T07217,Inhibitor
D01GOO,T07217,Inhibitor
D01NVM,T07217,Inhibitor
D01TJW,T07217,Inhibitor
D02TVS,T07217,Inhibitor
D03CJT,T07217,Inhibitor
D03DUX,T07217,Inhibitor
D03LOG,T07217,Inhibitor
D05GVL,T07217,Inhibitor
D05JAH,T07217,Inhibitor
D05UGS,T07217,Inhibitor
D05WXM,T07217,Inhibitor
D05XAT,T07217,Inhibitor
D06JEA,T07217,Inhibitor
D07OKT,T07217,Inhibitor
D07PLJ,T07217,Inhibitor
D08IIV,T07217,Inhibitor
D08KLL,T07217,Inhibitor
D08SLP,T07217,Inhibitor
D08SNH,T07217,Inhibitor
D09VOD,T07217,Inhibitor
D0A4EA,T07217,Inhibitor
D0C1DG,T07217,Inhibitor
D0CT9O,T07217,Inhibitor
D0H2UM,T07217,Inhibitor
D0I1RP,T07217,Inhibitor
D0L4EU,T07217,Inhibitor
D0MO1P,T07217,Inhibitor
D0ND3H,T07217,Inhibitor
D0Q9LM,T07217,Inhibitor
D0R9RK,T07217,Inhibitor
D0RZ9C,T07217,Inhibitor
D0SK0L,T07217,Inhibitor
D0U2SI,T07217,Inhibitor
D0WF7I,T07217,Inhibitor
D0Y8JN,T07217,Inhibitor
D0YW9C,T07217,Inhibitor
D06UGK,T07466,Inhibitor
D06PZZ,T07740,Blocker (channel blocker)
D07LZY,T07740,Inhibitor (gating inhibitor)
D07ORL,T07766,Inhibitor
D00HXJ,T07930,Inhibitor
D07WAT,T07930,Inhibitor
D0BP8I,T07930,Inhibitor
D0DI9S,T07930,Inhibitor
D0M0RE,T07930,Inhibitor
D0R7JA,T07930,Inhibitor
D0RA0D,T07930,Inhibitor
D0YN2T,T07930,Inhibitor
D00ATA,T08074,Inhibitor
D00SNI,T08074,
D00XPD,T08074,
D01IHU,T08074,
D03RER,T08074,
D04REL,T08074,
D08OLG,T08074,
D09EAE,T08074,Inhibitor
D09NFR,T08074,
D09OFM,T08074,Binder
D0A3PB,T08074,
D0C1ZW,T08074,
D0CS4K,T08074,
D0D3MV,T08074,
D0H6DN,T08074,
D0I8KZ,T08074,
D0K8NI,T08074,
D0L5AB,T08074,Inhibitor
D0M5DM,T08074,
D0ML3Q,T08074,
D0PY4Z,T08074,
D0S4RZ,T08074,
D0V6GX,T08074,Inhibitor
D0Y5RO,T08074,Inhibitor
D0ZL8O,T08074,
D0ZQ0Y,T08074,
D00KEP,T08165,Inhibitor
D0RJ8J,T08198,Inhibitor
D0P7JE,T08218,Inhibitor
D0M5KC,T08280,Inhibitor
D02SDM,T08446,Inhibitor
D0H2HC,T08446,Inhibitor
D0I7AL,T08446,Inhibitor
D0P3KI,T08446,Inhibitor
D0WT5D,T08446,Inhibitor
D0X8BU,T08647,Inhibitor
D02DJP,T08741,Inhibitor
D0X7IC,T08741,Inhibitor
D00OCS,T08813,Inhibitor
D02GEW,T08813,Inhibitor
D02ZWX,T08813,Inhibitor
D03GNM,T08813,Inhibitor
D07MMG,T08813,Inhibitor
D08GIG,T08813,Inhibitor
D09LAQ,T08813,Inhibitor
D0A5YR,T08813,Inhibitor
D0F3XS,T08813,Inhibitor
D0H1BF,T08813,Inhibitor
D0I4MQ,T08813,Inhibitor
D0KZ2I,T08813,Inhibitor
D0L8HO,T08813,Inhibitor
D0QS6O,T08813,Inhibitor
D0RC8H,T08813,Inhibitor
D0UB2J,T08813,Inhibitor
D0V3TE,T08813,Inhibitor
D0Z3CZ,T08813,Inhibitor
D00GGB,T09022,Inhibitor
D01GON,T09022,Inhibitor
D02PJI,T09022,Inhibitor
D0DY3A,T09022,Inhibitor
D0T1YB,T09022,Inhibitor
D07UTZ,T09063,Modulator
D0XT2X,T09063,Modulator
D07XWC,T09133,Inhibitor
D0F6NZ,T09133,Inhibitor
D0FC4Y,T09133,Inhibitor
D0S0XD,T09133,Inhibitor
D0YI1Z,T09133,Inhibitor
D00UAQ,T09185,Inhibitor
D0BL0O,T09185,Inhibitor
D0BW9L,T09185,Inhibitor
D0DA4Y,T09185,Inhibitor
D0GT9T,T09185,Inhibitor
D0H0GL,T09185,Inhibitor
D0LL1P,T09185,Inhibitor
D0Y3FD,T09185,Inhibitor
D0ZK5P,T09185,Inhibitor
D00FKF,T09197,Inhibitor
D08WVK,T09197,Inhibitor
D0D6DN,T09197,Inhibitor
D0QK7K,T09197,Inhibitor
D03SKE,T09215,Inhibitor
D05FWW,T09215,Inhibitor
D08MOJ,T09215,Inhibitor
D0A5BH,T09215,Inhibitor
D0B2NG,T09215,Inhibitor
D0C0DM,T09215,Inhibitor
D0M9VY,T09215,Inhibitor
D0U9EW,T09215,Inhibitor
D0Z1ZI,T09215,Inhibitor
D0D1JC,T09544,Inhibitor
D0N0DD,T09544,Inhibitor
D0N5RH,T09544,Inhibitor
D09VLX,T09672,
D0CW5D,T09672,Inhibitor
D00KVH,T09874,
D04NQY,T09874,Inhibitor
D05ETL,T09874,Inhibitor
D08VSV,T09874,Inhibitor
D0CD5P,T09874,Inhibitor
D0E7TM,T09874,Inhibitor
D0G4LV,T09874,Inhibitor
D0L3TL,T09874,Inhibitor
D0PG7W,T09874,Inhibitor
D02DUM,T09935,
D09NLT,T09935,
D09XIQ,T09935,
D0D6YO,T09935,
D0L0JX,T09935,
D0L0WC,T09935,
D0N1RP,T09935,
D0O3QM,T09935,
D0U0OE,T09935,
D0FS9X,T09977,Inhibitor
D00PVE,T10118,Inhibitor
D01IXT,T10118,Inhibitor
D05CJM,T10118,Inhibitor
D0P0OH,T10118,Inhibitor
D0Q7ST,T10118,Inhibitor
D0TC8O,T10252,
D0TD0K,T10252,
D0Z5SL,T10252,
D00VJY,T10336,Inhibitor
D0Z8PT,T10375,Inhibitor
D01IYF,T10565,Inhibitor
D02URA,T10565,Inhibitor
D05HBS,T10565,Inhibitor
D05YBG,T10565,Inhibitor
D06XXJ,T10565,Inhibitor
D07GAP,T10565,Inhibitor
D0B4VO,T10565,Inhibitor
D0B5WF,T10565,Inhibitor
D0B7GQ,T10565,Inhibitor
D0C1CV,T10565,Inhibitor
D0EY9Y,T10565,Inhibitor
D0G8SB,T10565,Inhibitor
D0J1OK,T10565,Inhibitor
D0J6OC,T10565,Inhibitor
D0K1PP,T10565,Inhibitor
D0K2OT,T10565,Inhibitor
D0R1OG,T10565,Inhibitor
D0TH2W,T10565,Inhibitor
D0YZ1B,T10565,Inhibitor
D0ZW5H,T10565,Inhibitor
D0E2SI,T10756,Inhibitor
D0F3TM,T10756,Inhibitor
D00HCI,T10918,Blocker (channel blocker)
D0T6DU,T10918,Activator
D02XAR,T11192,Inhibitor
D07LUR,T11192,Inhibitor
D0NW8W,T11192,Inhibitor
D0O1NA,T11192,Inhibitor
D0W2UK,T11192,Inhibitor
D0Z7FD,T11192,Inhibitor
D03YVB,T11317,Inhibitor
D0E7VO,T11317,Inhibitor
D05QQI,T11747,
D05RDM,T11747,
D08SHY,T11747,
D09TIM,T11747,
D0F7AP,T11747,
D0H8BJ,T11747,
D0JZ4R,T11747,
D0M5OL,T11747,
D0N9VK,T11747,
D0Z4CC,T11747,
D05AFD,T11764,Inhibitor
D0CI3N,T11764,Inhibitor
D0T8BO,T11764,Inhibitor
D0K0FZ,T11791,Modulator
D0K8EF,T11791,Inhibitor
D0TI5Y,T11791,Inhibitor
D0Z5GO,T11791,Inhibitor
D00LOL,T11808,Inhibitor
D07OQF,T11808,Inhibitor
D0I3LY,T11824,Inhibitor
D0A6RM,T11858,Antagonist
D0AC2H,T11858,Antagonist
D0B0WU,T11858,Antagonist
D0C7PZ,T11858,Agonist
D0OY1R,T11858,Antagonist
D0P0TI,T11858,Blocker (channel blocker)
D0U4HM,T11858,Antagonist
D0VW5M,T11858,Antagonist
D0WV8K,T11858,Agonist
D00HCI,T11906,Activator
D07JDC,T11906,Blocker (channel blocker)
D07ZAJ,T11906,Activator
D0T0JU,T11906,Blocker (channel blocker)
D08ACB,T12005,Inhibitor
D00LSM,T12052,
D00SQD,T12052,
D04XOE,T12052,
D06QZK,T12052,
D07FSX,T12052,
D07RUF,T12052,
D0D9OL,T12052,
D0GD1R,T12052,
D0H0YU,T12052,
D0H6OL,T12052,
D0N7OK,T12052,
D0QU6S,T12052,
D0T0XZ,T12052,
D0Y4TS,T12052,
D0Z4RI,T12052,
D04VJX,T12081,Inhibitor
D05TQB,T12081,Inhibitor
D0P2HX,T12081,Inhibitor
D0W5OE,T12081,Inhibitor
D06WSN,T12084,Inhibitor
D07ADX,T12126,Inhibitor
D07IHM,T12126,Inhibitor
D09QBA,T12126,Inhibitor
D0O7HD,T12126,Inhibitor
D0YQ8V,T12126,Inhibitor
D04MTT,T12183,Inhibitor
D06XWC,T12183,Inhibitor
D09HHL,T12183,Inhibitor
D0D7MV,T12183,Inhibitor
D0F5ND,T12183,Inhibitor
D0FU6L,T12183,Inhibitor
D0GD7H,T12183,Inhibitor
D0IG7E,T12183,Inhibitor
D0JN5O,T12183,Inhibitor
D0N9RD,T12183,Inhibitor
D0OQ7S,T12183,Inhibitor
D0Q8VI,T12183,Inhibitor
D0WW2H,T12183,Inhibitor
D0X2BO,T12183,Inhibitor
D06BHM,T12241,Inhibitor
D06HNS,T12241,Inhibitor
D0BB4J,T12241,Inhibitor
D0EC1A,T12241,Inhibitor
D01AWD,T12409,Inhibitor
D05TIS,T12409,Inhibitor
D06GOK,T12409,Inhibitor
D07KZA,T12409,Inhibitor
D0F2ME,T12409,Inhibitor
D0G9LM,T12409,Inhibitor
D0O1LW,T12409,Inhibitor
D0Y8PY,T12409,Inhibitor
D06KHR,T12581,Antagonist
D00UFR,T12627,Inhibitor
D01EVI,T12627,Inhibitor
D02UII,T12627,Inhibitor
D08ZAO,T12627,Inhibitor
D0R6GQ,T12627,Inhibitor
D03TTE,T12797,Inhibitor
D0B1UL,T12797,Inhibitor
D0CR9A,T12797,Inhibitor
D0GP7D,T12817,Inhibitor
D0Z5LU,T12817,Inhibitor
D0BU8W,T12837,Inhibitor
D0Q3FY,T12837,Inhibitor
D06PZZ,T13394,Blocker (channel blocker)
D00RWP,T13453,Inhibitor
D01LMH,T13453,Inhibitor
D02GOE,T13453,Inhibitor
D02JQP,T13453,Inhibitor
D03ECE,T13453,Inhibitor
D05GFD,T13453,Inhibitor
D06DWA,T13453,Inhibitor
D07NOJ,T13453,Inhibitor
D09SDZ,T13453,Inhibitor
D0D3CG,T13453,Inhibitor
D0DD3F,T13453,Inhibitor
D0EO5F,T13453,Inhibitor
D0H4DF,T13453,Inhibitor
D0H9QA,T13453,Inhibitor
D0NJ4R,T13453,Inhibitor
D0PY7O,T13453,Inhibitor
D0Q3CB,T13453,Inhibitor
D0S4VO,T13453,Inhibitor
D0SV5D,T13453,Inhibitor
D0T6CU,T13453,Inhibitor
D0TF7R,T13453,Inhibitor
D0V7UG,T13453,Inhibitor
D0Z3QG,T13453,Inhibitor
D0Z7QU,T13453,Inhibitor
D0X0UR,T13484,Agonist
D02JUT,T13609,Inhibitor
D09VJI,T13795,Antagonist
D0W2SV,T13863,Inhibitor
D05TNT,T13928,Inhibitor
D0EJ7Q,T14113,
D04OPE,T14241,Activator
D0BK2Y,T14241,Activator
D0E9FD,T14241,Activator
D0G1LN,T14241,Activator
D0H7WK,T14252,Blocker
D07RPV,T14263,Inhibitor
D0GG9W,T14630,Inhibitor
D0P0TI,T15161,Blocker (channel blocker)
D0ZF2W,T15381,
D0A8EN,T15441,Inhibitor
D05LXG,T15509,Inhibitor
D02RRY,T15514,Antagonist
D08OBF,T15514,Inhibitor
D0N0UC,T15514,Inhibitor
D07XPI,T15518,Inhibitor
D0KO9R,T15518,Inhibitor
D0W8GY,T15518,Inhibitor
D03BSR,T15552,Blocker (channel blocker)
D0JF0W,T15552,Activator
D02KSN,T15745,Inhibitor
D07HET,T15745,Inhibitor
D0I4FP,T15745,Inhibitor
D0T3WL,T15745,Inhibitor
D01RHR,T15848,Inhibitor
D06BJG,T15848,Inhibitor
D09PIS,T15848,Inhibitor
D00GOC,T15851,Inhibitor
D08NFH,T15851,Inhibitor
D08OFS,T15851,Inhibitor
D0C7PT,T15851,Inhibitor
D0DW2F,T15851,Inhibitor
D0P0EP,T15851,Inhibitor
D0P7AS,T15851,Inhibitor
D01IUB,T15888,Agonist
D00CKV,T16042,Inhibitor
D00NVU,T16042,Inhibitor
D01KTM,T16042,Inhibitor
D01PBO,T16042,Inhibitor
D02AAR,T16042,
D02LUF,T16042,Inhibitor
D03NLE,T16042,Inhibitor
D03YMX,T16042,Inhibitor
D05FJM,T16042,Inhibitor
D05QOR,T16042,Inhibitor
D06PRC,T16042,Inhibitor
D07BXV,T16042,Inhibitor
D07EAJ,T16042,Inhibitor
D07JRW,T16042,Inhibitor
D08WDW,T16042,Inhibitor
D09AXR,T16042,Inhibitor
D09ZAJ,T16042,Inhibitor
D0A3QB,T16042,Inhibitor
D0A5BH,T16042,Inhibitor
D0A8OW,T16042,Inhibitor
D0E0RW,T16042,Inhibitor
D0ES6Z,T16042,Inhibitor
D0F1VR,T16042,Inhibitor
D0F4JL,T16042,Inhibitor
D0F9FG,T16042,Inhibitor
D0G3TK,T16042,Inhibitor
D0GL1X,T16042,Inhibitor
D0H8FG,T16042,Inhibitor
D0I6ZS,T16042,Inhibitor
D0IA4F,T16042,Inhibitor
D0K0QU,T16042,Inhibitor
D0M9VY,T16042,Inhibitor
D0N7XM,T16042,Inhibitor
D0NQ7I,T16042,Inhibitor
D0NU1W,T16042,Inhibitor
D0OW2D,T16042,Inhibitor
D0W5DZ,T16042,Inhibitor
D0X4BT,T16042,Inhibitor
D0X4CI,T16042,Inhibitor
D0G4CS,T16188,Inhibitor
D07BIQ,T16215,Antagonist
D01XFM,T16224,Inhibitor
D0A9KH,T16224,Inhibitor
D0AH8N,T16224,Inhibitor
D0AR5O,T16224,Inhibitor
D0GS2P,T16224,Inhibitor
D0I8RX,T16224,Inhibitor
D0IH3T,T16224,Inhibitor
D00HCI,T16240,Blocker (channel blocker)
D0T6DU,T16240,Activator
D0Y6ST,T16240,Activator
D00VJY,T16326,Inhibitor
D0P0KG,T16336,Agonist
D0R1FZ,T16336,Agonist
D0V8YH,T16336,Agonist
D05MXI,T16555,Antagonist
D07MIE,T16555,Agonist
D07TSE,T16555,Agonist
D09EGQ,T16555,Agonist
D0E8TW,T16555,Agonist
D0O8AN,T16555,Agonist
D0Q5SV,T16555,Agonist
D0V9TZ,T16555,Agonist
D00HBJ,T16596,Inhibitor
D04JJM,T16596,Inhibitor
D04MCF,T16596,Inhibitor
D04TPA,T16596,Inhibitor
D04VSB,T16596,Inhibitor
D05ZQI,T16596,Inhibitor
D06HVH,T16596,Inhibitor
D06OKX,T16596,Inhibitor
D06TGF,T16596,Inhibitor
D06UKS,T16596,Inhibitor
D07SHE,T16596,Inhibitor
D08JUU,T16596,Inhibitor
D0D0WQ,T16596,Inhibitor
D0DT0E,T16596,Inhibitor
D0EH6G,T16596,Inhibitor
D0GV1S,T16596,Inhibitor
D0I0CN,T16596,Inhibitor
D0J6HN,T16596,Inhibitor
D0JL8G,T16596,Inhibitor
D0LK3O,T16596,Inhibitor
D0M0TH,T16596,Inhibitor
D0NE0N,T16596,Inhibitor
D0NX6B,T16596,Inhibitor
D0OS2I,T16596,Inhibitor
D0P4NQ,T16596,Inhibitor
D0P9UF,T16596,Inhibitor
D0QU7N,T16596,Inhibitor
D0V5JW,T16596,Inhibitor
D0WH9N,T16596,Inhibitor
D0WU1C,T16596,Inhibitor
D0X0BB,T16596,Inhibitor
D0XJ2J,T16596,Inhibitor
D0ZC0E,T16596,Inhibitor
D0ZY3D,T16596,Inhibitor
D07LUR,T16650,Inhibitor
D0O9JD,T16685,Inhibitor
D0G9UX,T16799,Inhibitor
D0P4KL,T16799,Inhibitor
D0KK6A,T16891,Inhibitor
D0P6RT,T16891,Inhibitor
D03JNC,T16902,Inhibitor
D07JMJ,T16902,Inhibitor
D0E6JS,T16902,Inhibitor
D0G4ET,T16902,Inhibitor
D0M6YZ,T16902,Inhibitor
D09AID,T16993,Inhibitor
D0K5UF,T16993,Inhibitor
D00VLQ,T17036,Inhibitor
D03EOJ,T17036,Inhibitor
D03TPE,T17036,Inhibitor
D06MHK,T17036,Inhibitor
D06ZPF,T17036,Inhibitor
D08KYP,T17036,Inhibitor
D09NCT,T17036,Inhibitor
D0C8CI,T17036,Inhibitor
D0D0WU,T17036,Inhibitor
D0L7HC,T17036,Inhibitor
D0LU7U,T17036,Inhibitor
D0O9WS,T17036,Inhibitor
D0OR0K,T17036,Inhibitor
D0P5MY,T17036,Inhibitor
D0P7ZY,T17036,Inhibitor
D0P8YL,T17036,Inhibitor
D0VS3A,T17036,Inhibitor
D0WC4Z,T17036,Inhibitor
D0YF2M,T17036,Inhibitor
D0O9JD,T17134,Inhibitor
D0R6JG,T17143,Inhibitor
D04QRM,T17228,Inhibitor
D0TD8R,T17228,Inhibitor
D0O9JD,T17279,Inhibitor
D0JS4B,T17291,Modulator
D02UUO,T17523,Agonist
D03BRM,T17523,Agonist
D05KEE,T17523,Agonist
D06DYN,T17523,Agonist
D0L8NF,T17523,Agonist
D0U7YK,T17523,Agonist
D0W1ZW,T17523,Agonist
D01TDV,T17552,Inhibitor
D0O9JD,T17566,Inhibitor
D07ZAJ,T17721,Activator
D0P0ZB,T17721,Inhibitor (gating inhibitor)
D0P6RT,T17863,Inhibitor
D0O9JD,T17919,Inhibitor
D0O9JD,T18250,Inhibitor
D0R3MO,T18390,Inhibitor
D05FXD,T18474,Inhibitor
D0X8BU,T18474,Inhibitor
D01STE,T18616,Agonist
D01ZHW,T18616,Agonist
D0GH9J,T18616,Agonist
D0X0UR,T18616,Agonist
D0B2WZ,T18784,Inhibitor
D00VJY,T18796,Inhibitor
D01CIK,T18904,Inhibitor
D05PXW,T18904,Inhibitor
D07MQD,T18904,Inhibitor
D09NCT,T18904,Inhibitor
D09YFD,T18904,Inhibitor
D0JQ9Z,T18904,Inhibitor
D0MJ4L,T18904,Inhibitor
D0UE4K,T18904,Inhibitor
D0UL9U,T18904,Inhibitor
D0X2AU,T18904,Inhibitor
D0X6SJ,T18904,Inhibitor
D02ACL,T18978,Blocker (channel blocker)
D02RTS,T18978,Activator
D03WNI,T18978,Activator
D05OEV,T18978,Blocker (channel blocker)
D0TV1R,T18978,Blocker (channel blocker)
D00PEV,T19184,Inhibitor
D01DXB,T19184,Inhibitor
D02KWZ,T19184,Inhibitor
D03WPO,T19184,Inhibitor
D06PSM,T19184,Inhibitor
D06TPL,T19184,Inhibitor
D07POD,T19184,Inhibitor
D08GSN,T19184,Inhibitor
D08KMR,T19184,Inhibitor
D09PAZ,T19184,Inhibitor
D09YQO,T19184,Inhibitor
D0AJ3H,T19184,Inhibitor
D0H0XX,T19184,Inhibitor
D0JO2A,T19184,Inhibitor
D0KK0E,T19184,Inhibitor
D0MT6D,T19184,Inhibitor
D0N1IA,T19184,Inhibitor
D0S5CP,T19184,Inhibitor
D0TE4S,T19184,Inhibitor
D0TY4L,T19184,Inhibitor
D0U7WQ,T19184,Inhibitor
D0VJ0N,T19184,Inhibitor
D0W5DU,T19184,Inhibitor
D0Y4KB,T19184,Inhibitor
D0YE8Q,T19184,Inhibitor
D02VKU,T19492,Blocker (channel blocker)
D06PZZ,T19492,Blocker (channel blocker)
D03UXO,T19531,Inhibitor
D00AJF,T19923,
D00LHS,T19923,Inhibitor
D04YWU,T19923,
D05RJQ,T19923,
D06LOB,T19923,
D07NIM,T19923,
D0A6NK,T19923,
D0C1YA,T19923,
D0D6BH,T19923,Inhibitor
D0DX4W,T19923,
D0H5MZ,T19923,
D0R7MJ,T19923,Inhibitor
D0S6IW,T19923,Inhibitor
D0S6MQ,T19923,
D01BVU,T20027,Inhibitor
D02MAG,T20027,Inhibitor
D0T8PK,T20027,Inhibitor
D0TU0X,T20027,Inhibitor
D0W5GX,T20027,Inhibitor
D09IVQ,T20033,Inhibitor
D0C7LS,T20033,Inhibitor
D0OY0X,T20033,Inhibitor
D0Z8PT,T20053,Inhibitor
D00YYA,T20371,Inhibitor
D01GEE,T20371,Inhibitor
D01RBE,T20371,Inhibitor
D03ASG,T20371,Inhibitor
D03GPW,T20371,Inhibitor
D03WDH,T20371,Inhibitor
D05NQZ,T20371,Inhibitor
D07KNI,T20371,Inhibitor
D07RIZ,T20371,Inhibitor
D0A0QQ,T20371,Inhibitor
D0A6QI,T20371,Inhibitor
D0AF0O,T20371,Inhibitor
D0J3TN,T20371,Inhibitor
D0K1GJ,T20371,Inhibitor
D0L6CM,T20371,Inhibitor
D0L8VH,T20371,Inhibitor
D0LZ4A,T20371,Inhibitor
D0N6AM,T20371,Inhibitor
D0NT8N,T20371,Inhibitor
D0QM9Q,T20371,Inhibitor
D0R3WH,T20371,Inhibitor
D0S3AL,T20371,Inhibitor
D0S4XV,T20371,Inhibitor
D0X8ZF,T20371,Inhibitor
D0PW7B,T20455,Blocker (channel blocker)
D0G1ML,T20537,
D04IMY,T20542,Inhibitor
D00ERI,T20669,
D00ODF,T20669,
D00QNV,T20669,Inhibitor
D00WZE,T20669,
D00YID,T20669,
D02XQB,T20669,
D03RKU,T20669,
D04GPC,T20669,
D04OUT,T20669,
D06GXM,T20669,Inhibitor
D06JUQ,T20669,
D06NSN,T20669,
D08FVO,T20669,
D09FFE,T20669,Inhibitor
D09XIL,T20669,Inhibitor
D0A5FV,T20669,
D0A5RM,T20669,Inhibitor
D0B6VY,T20669,Inhibitor
D0CE4H,T20669,
D0D4BR,T20669,
D0GT8N,T20669,Inhibitor
D0K7PJ,T20669,
D0KL5K,T20669,
D0L0IR,T20669,
D0M4NN,T20669,
D0P0SY,T20669,
D0R2TM,T20669,Inhibitor
D0S7SN,T20669,
D0T3GH,T20669,
D0U3ML,T20669,
D0V2VB,T20669,
D0Z2QO,T20669,
D01EUT,T20953,Inhibitor
D03RBY,T20953,Inhibitor
D09BXA,T20953,Inhibitor
D0F9DD,T20953,Inhibitor
D0I3PZ,T20953,Inhibitor
D0JP7S,T20953,Inhibitor
D0P4YY,T20953,Inhibitor
D00IVM,T20958,Antagonist
D00JCQ,T20958,Antagonist
D00ODC,T20958,Antagonist
D02BPJ,T20958,Antagonist
D03EJP,T20958,Antagonist
D06FJL,T20958,Antagonist
D06FUK,T20958,Antagonist
D06TFC,T20958,Antagonist
D09AVU,T20958,Antagonist
D09DZI,T20958,Antagonist
D09JFR,T20958,Antagonist
D09RIC,T20958,Antagonist
D0AT0A,T20958,Antagonist
D0H1LQ,T20958,Antagonist
D0I0BN,T20958,Antagonist
D0I8ZE,T20958,Antagonist
D0K1ZY,T20958,Antagonist
D0K7OV,T20958,Antagonist
D0M3DM,T20958,Antagonist
D0O4ML,T20958,Antagonist
D0QN7I,T20958,Antagonist
D0QY3L,T20958,Antagonist
D0S1AT,T20958,Antagonist
D0S3TL,T20958,Antagonist
D0TX8L,T20958,Antagonist
D0WI0P,T20958,Antagonist
D0X8JD,T20958,Antagonist
D0Y9XS,T20958,Antagonist
D0YU5R,T20958,Antagonist
D0A1GQ,T21038,Agonist
D0SG9Q,T21357,Inhibitor
D0X5XB,T21357,Inhibitor
D00KCT,T21507,Inhibitor
D00ORM,T21507,Inhibitor
D00RDL,T21507,Inhibitor
D01CDK,T21507,Inhibitor
D01GOO,T21507,Inhibitor
D01NVM,T21507,Inhibitor
D01TJW,T21507,Inhibitor
D02TVS,T21507,Inhibitor
D03CJT,T21507,Inhibitor
D05JAH,T21507,Inhibitor
D05WXM,T21507,Inhibitor
D05XAT,T21507,Inhibitor
D06JEA,T21507,Inhibitor
D07PLJ,T21507,Inhibitor
D08IIV,T21507,Inhibitor
D08KLL,T21507,Inhibitor
D08SNH,T21507,Inhibitor
D09VOD,T21507,Inhibitor
D0C1DG,T21507,Inhibitor
D0CT9O,T21507,Inhibitor
D0ND3H,T21507,Inhibitor
D0R9RK,T21507,Inhibitor
D0RZ9C,T21507,Inhibitor
D0SK0L,T21507,Inhibitor
D0U2SI,T21507,Inhibitor
D0WF7I,T21507,Inhibitor
D00BAJ,T21585,Inhibitor
D04IMY,T21585,Inhibitor
D00HLW,T21653,Inhibitor
D09AID,T21653,Inhibitor
D0MP8N,T22104,Inhibitor
D0P0TI,T23311,Blocker (channel blocker)
D0N1UU,T23606,Inhibitor
D02KLU,T23688,Inhibitor
D03KBV,T23688,Inhibitor
D04OQZ,T23688,Inhibitor
D05FBL,T23688,Inhibitor
D0C1PC,T23688,Inhibitor
D0KT4N,T23688,Inhibitor
D0RK2I,T23688,Inhibitor
D0T3AE,T23688,Inhibitor
